year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths
2014,6,2014-02-06,09-02-2014,Haryana,Ambala,Mumps,Reported In Same Week,9,0
2014,6,2014-01-15,,Jharkhand,Jamtara,Measles,Reported Late,55,0
2014,6,2014-02-08,09-02-2014,Karnataka,Shivamogga,Kyasanur Fandest Disease,Reported In Same Week,12,0
2014,6,2014-02-06,07-02-2014,Karnataka,Belagavi,Acute Diarrheal Disease,Reported In Same Week,32,0
2014,6,2014-02-05,06-02-2014,Karnataka,Bellary,Fever,Reported In Same Week,26,0
2014,6,2014-02-03,04-02-2014,Karnataka,Bellary,Measles And Rubella,Reported In Same Week,27,0
2014,6,2014-02-02,03-02-2014,Karnataka,Belagavi,Chikungunya,Reported In Same Week,25,0
2014,6,2014-02-04,05-02-2014,Kerala,Alappuzha,Mumps,Reported In Same Week,8,0
2014,6,2014-01-16,,Kerala,Wayanad,Acute Diarrheal Disease,Reported Late,17,0
2014,6,2014-01-27,,Madhya Pradesh,Mandla,Malaria,Reported Late,31,0
2014,6,2014-01-15,,Maharashtra,Pune,Typhoid,Reported Late,279,0
2014,6,2014-02-06,07-02-2014,Rajasthan,Jaipur,Food Poisoning,Reported In Same Week,14,0
2014,6,2014-02-07,08-02-2014,Tamil Nadu,Dharmapuri,Chickenpox,Reported In Same Week,17,0
2014,6,2014-02-04,07-02-2014,Tamil Nadu,Tirunelveli,Acute Diarrheal Disease,Reported In Same Week,32,0
2014,6,2014-02-03,05-02-2014,Tripura,Unakoti,Acute Diarrheal Disease,Reported In Same Week,30,0
2014,6,2014-02-09,09-02-2014,West Bengal,Maldah,Food Poisoning,Reported In Same Week,334,2
2014,6,2014-02-04,04-02-2014,West Bengal,Bankura,Food Poisoning,Reported In Same Week,113,0
2014,5,2014-01-30,02-02-2014,Andhra Pradesh,Prakasam,Acute Diarrheal Disease,Reported In Same Week,50,0
2014,5,2014-01-29,31-01-2014,Andhra Pradesh,Prakasam,Food Poisoning,Reported In Same Week,28,0
2014,5,2014-01-18,,Assam,Udalguri,Acute Diarrheal Disease,Reported Late,14,0
2014,5,2014-01-27,30-01-2014,Bihar,Lakhisarai,Chickenpox,Reported In Same Week,16,0
2014,5,2014-01-20,,Bihar,Munger,Chickenpox,Reported Late,20,0
2014,5,2014-01-25,27-01-2014,Chhattisgarh,Mahasamund,Food Poisoning,Reported In Same Week,95,0
2014,5,2014-01-31,31-01-2014,Gujarat,Tapi,Food Poisoning,Reported In Same Week,13,0
2014,5,2014-01-29,29-01-2014,Himachal Pradesh,Kangra,Acute Diarrheal Disease,Reported In Same Week,390,0
2014,5,2014-01-23,27-01-2014,Jammu And Kashmir,Pulwama,Measles,Reported In Same Week,9,0
2014,5,2014-01-28,29-01-2014,Karnataka,Dharwad,Measles,Reported In Same Week,12,0
2014,5,2014-01-25,01-02-2014,Karnataka,Chitradurga,Fever,Reported In Same Week,25,0
2014,5,2014-01-12,,Karnataka,Davangere,Mumps,Reported Late,26,0
2014,5,2014-01-26,28-01-2014,Madhya Pradesh,Shajapur,Acute Diarrheal Disease,Reported In Same Week,22,0
2014,5,2014-01-31,01-02-2014,Maharashtra,Jalgaon,Food Poisoning,Reported In Same Week,21,0
2014,5,2014-01-31,31-01-2014,Maharashtra,Akola,Fever,Reported In Same Week,13,0
2014,5,2014-01-29,01-02-2014,Maharashtra,Thane,Measles,Reported In Same Week,12,0
2014,5,2014-01-01,,Maharashtra,Ahmednagar,Fever,Reported Late,15,0
2014,5,2014-01-30,31-01-2014,Odisha,Jajpur,Food Poisoning,Reported In Same Week,34,0
2014,5,2014-01-15,,Odisha,Khordha,Hepatitis E,Reported Late,11,0
2014,5,2014-01-29,02-02-2014,Tamil Nadu,Tiruchirappalli,Chikungunya,Reported In Same Week,22,0
2014,5,2014-01-28,02-02-2014,Tamil Nadu,Villupuram,Chickenpox,Reported In Same Week,20,0
2014,5,2014-01-27,29-01-2014,Tamil Nadu,Dharmapuri,Food Poisoning,Reported In Same Week,42,0
2014,5,2014-01-24,30-01-2014,Tamil Nadu,Coimbatore,Chickenpox,Reported In Same Week,22,0
2014,5,2014-01-24,29-01-2014,Tamil Nadu,Thiruvallore,Measles,Reported In Same Week,21,0
2014,5,2014-01-24,28-01-2014,Tamil Nadu,Krishnagiri,Measles,Reported In Same Week,21,0
2014,5,2014-01-24,28-01-2014,Tamil Nadu,Krishnagiri,Measles,Reported In Same Week,5,0
2014,5,2014-01-15,,Uttarakhand,Haridwar,Measles,Previous Week Follow Up,216,0
2014,4,2014-01-13,,Andhra Pradesh,Chittoor,Food Poisoning,Reported Late,29,0
2014,4,2014-01-09,,Assam,Jorhat,Typhoid,Reported Late,23,0
2014,4,2014-01-17,22-01-2014,Gujarat,Surat,Hepatitis,Reported In Same Week,29,0
2014,4,2014-12-30,,Jammu And Kashmir,Leh Ladakh,Mumps,Reported Late,40,0
2014,4,2014-01-21,24-01-2014,Jammu And Kashmir,Baramulla,Hepatitis,Reported In Same Week,13,0
2014,4,2014-01-10,,Kerala,Thiruvananthapuram,Chickenpox,Reported Late,11,0
2014,4,2014-01-06,,Kerala,Kozhikode,Food Poisoning,Reported Late,65,0
2014,4,2014-01-21,24-01-2014,Madhya Pradesh,Khargone,Food Poisoning,Reported In Same Week,150,0
2014,4,2014-01-24,26-01-2014,Maharashtra,Parbhani,Food Poisoning,Reported In Same Week,36,0
2014,4,2014-01-22,24-01-2014,Maharashtra,Sindhudurg,Acute Diarrheal Disease,Reported In Same Week,234,0
2014,4,2014-01-20,20-01-2014,Maharashtra,Nagpur,Acute Diarrheal Disease,Reported In Same Week,71,0
2014,4,2014-01-18,24-01-2014,Maharashtra,Bhandara,Chickenpox,Reported In Same Week,10,0
2014,4,2014-01-25,26-01-2014,Tamil Nadu,Dharmapuri,Food Poisoning,Reported In Same Week,42,0
2014,4,2014-01-23,23-01-2014,Tamil Nadu,Madurai,Acute Diarrheal Disease,Reported In Same Week,28,0
2014,4,2014-01-21,26-01-2014,Tamil Nadu,Villupuram,Food Poisoning,Reported In Same Week,18,0
2014,4,2014-01-21,23-01-2014,Tamil Nadu,Madurai,Acute Diarrheal Disease,Reported In Same Week,17,0
2014,4,2014-01-19,22-01-2014,Uttarakhand,Haridwar,Measles,Reported In Same Week,195,0
2014,4,2014-01-22,23-01-2014,West Bengal,Maldah,Acute Diarrheal Disease,Reported In Same Week,61,2
2014,4,2014-01-21,22-01-2014,West Bengal,Maldah,Food Poisoning,Reported In Same Week,32,2
2014,3,2014-01-11,18-01-2014,Bihar,Purnia,Chickenpox,Reported In Same Week,10,0
2014,3,2013-12-16,,Bihar,Katihar,Chickenpox,Reported Late,38,0
2014,3,2014-01-10,17-01-2014,Chhattisgarh,Bastar,Acute Diarrheal Disease,Reported In Same Week,28,0
2014,3,2014-01-11,16-01-2014,Gujarat,Bhavnagar,Measles,Reported In Same Week,28,0
2014,3,2014-01-18,18-01-2014,Kerala,Alappuzha,Chickenpox,Reported In Same Week,12,0
2014,3,2014-01-15,17-01-2014,Kerala,Kollam,Chickenpox,Reported In Same Week,12,0
2014,3,2014-01-14,15-01-2014,Madhya Pradesh,Burhanpur,Dengue,Reported In Same Week,40,0
2014,3,2014-01-13,15-01-2014,Maharashtra,Thane,Fever,Reported In Same Week,9,0
2014,3,2014-01-18,19-01-2014,Odisha,Jajpur,Acute Diarrheal Disease,Reported In Same Week,16,0
2014,3,2014-01-14,15-01-2014,Odisha,Kendrapara,Cholera,Reported In Same Week,94,0
2014,3,2014-01-09,18-01-2014,Odisha,Puri,Acute Diarrheal Disease,Reported In Same Week,27,0
2014,3,2014-01-08,17-01-2014,Odisha,Puri,Acute Diarrheal Disease,Reported In Same Week,51,0
2014,3,2014-01-02,,Odisha,Ganjam,Cholera,Reported Late,41,0
2014,3,2014-01-09,15-01-2014,Uttar Pradesh,Agra,Food Poisoning,Reported In Same Week,267,0
2014,3,2014-01-06,,Uttar Pradesh,Firozabad,Chickenpox,Reported Late,15,0
2014,3,2014-01-10,13-01-2014,West Bengal,Midnapore West,Acute Diarrheal Disease,Reported In Same Week,31,0
2014,2,2014-01-10,10-01-2014,Andhra Pradesh,Chittoor,Food Poisoning,Reported In Same Week,37,0
2014,2,2014-01-07,07-01-2014,Andhra Pradesh,Nellore,Acute Diarrheal Disease,Reported In Same Week,32,0
2014,2,2014-01-07,07-01-2014,Assam,Karimganj,Acute Diarrheal Disease,Reported In Same Week,18,0
2014,2,2014-01-02,10-01-2014,Assam,Darrang,Acute Diarrheal Disease,Reported In Same Week,9,0
2014,2,2014-12-14,,Chhattisgarh,Mahasamund,Food Poisoning,Reported Late,140,0
2014,2,2014-01-04,09-01-2014,Chhattisgarh,Mahasamund,Food Poisoning,Reported In Same Week,46,0
2014,2,2014-01-10,10-01-2014,Gujarat,Ahmedabad,Acute Diarrheal Disease,Reported In Same Week,33,0
2014,2,2014-01-09,10-01-2014,Gujarat,Panchmahal,Food Poisoning,Reported In Same Week,30,0
2014,2,2014-01-06,06-01-2014,Gujarat,Tapi,Chickenpox,Reported In Same Week,18,0
2014,2,2014-01-10,10-01-2014,Karnataka,Gadag,Food Poisoning,Reported In Same Week,110,0
2014,2,2014-01-04,06-01-2014,Karnataka,Chamarajanagara,Hepatitis,Reported In Same Week,12,0
2014,2,2014-01-10,11-01-2014,Kerala,Kannur,Food Poisoning,Reported In Same Week,176,0
2014,2,2014-01-10,10-01-2014,Kerala,Thiruvananthapuram,Food Poisoning,Reported In Same Week,17,0
2014,2,2014-01-08,08-01-2014,Maharashtra,Bhandara,Chickenpox,Reported In Same Week,14,0
2014,2,2014-01-07,09-01-2014,Maharashtra,Thane,Fever,Reported In Same Week,28,0
2014,2,2013-12-23,,Maharashtra,Pune,Fever,Reported Late,14,0
2014,2,2014-01-06,09-01-2014,Odisha,Khordha,Food Poisoning,Reported In Same Week,22,0
2014,2,2014-01-01,12-01-2014,Odisha,Ganjam,Cholera,Reported In Same Week,42,0
2014,2,2014-01-01,12-01-2014,Odisha,Ganjam,Acute Diarrheal Disease,Reported In Same Week,24,0
2014,2,2014-01-09,10-01-2014,Tripura,North Tripura,Food Poisoning,Reported In Same Week,37,0
2014,2,2013-12-15,,Uttar Pradesh,Budaun,Measles,Reported Late,18,0
2014,2,2013-12-24,,West Bengal,North 24 Paraganas,Chickenpox,Reported Late,32,0
2014,1,2013-12-23,,Chhattisgarh,Korba,Acute Diarrheal Disease,Reported Late,13,0
2014,1,2013-12-31,03-01-2014,Kerala,Kollam,Food Poisoning,Reported In Same Week,19,0
2014,1,2013-12-22,,Kerala,Wayanad,Hepatitis,Reported Late,18,0
2014,1,2013-12-16,,Kerala,Alappuzha,Food Poisoning,Reported Late,24,0
2014,1,2014-01-03,04-01-2014,Maharashtra,Beed,Dengue And Chikungunya,Reported In Same Week,11,0
2014,1,2013-12-20,,Maharashtra,Thane,Fever,Reported Late,9,0
2014,1,2014-01-02,03-01-2014,Odisha,Kalahandi,Food Poisoning,Reported In Same Week,42,0
2014,1,2014-01-04,05-01-2014,West Bengal,Midnapore West,Acute Diarrheal Disease,Reported In Same Week,145,0
2014,1,2013-12-31,31-12-2013,West Bengal,Birbhum,Food Poisoning,Reported In Same Week,199,0
2014,1,2013-12-26,27-12-2013,West Bengal,Howrah,Hepatitis A And E,Reported In Same Week,85,0
2013,52,2013-12-26,28-12-2013,Andhra Pradesh,Visakhapatnam,Food Poisoning,Reported In Same Week,133,0
2013,52,2013-12-02,,Bihar,Kishanganj,Chickenpox,Reported Late,46,0
2013,52,2013-12-26,26-12-2013,Gujarat,Banaskantha,Measles,Reported In Same Week,22,1
2013,52,2013-12-27,28-12-2013,Karnataka,Bengaluru Urban,Acute Diarrheal Disease,Reported In Same Week,64,0
2013,52,2013-12-28,29-12-2013,Kerala,Kottayam,Food Poisoning,Reported In Same Week,189,0
2013,52,2013-12-17,,Maharashtra,Ahmednagar,Food Poisoning,Reported Late,31,0
2013,52,2013-12-05,,Maharashtra,Aurangabad,Measles,Reported Late,17,0
2013,52,2013-12-27,28-12-2013,Odisha,Ganjam,Acute Diarrheal Disease,Reported In Same Week,21,0
2013,52,2013-12-25,27-12-2013,Odisha,Mayurbhanj,Acute Diarrheal Disease,Reported In Same Week,19,0
2013,52,2013-12-23,26-12-2013,Odisha,Nayagarh,Food Poisoning,Reported In Same Week,12,0
2013,52,2013-12-11,,Odisha,Keonjhar,Measles,Reported Late,32,0
2013,52,2013-12-23,29-12-2013,Tamil Nadu,Cuddalore,Food Poisoning,Reported In Same Week,41,0
2013,52,2013-12-20,29-12-2013,Tamil Nadu,Salem,Dengue,Reported In Same Week,17,0
2013,52,2013-12-21,27-12-2013,West Bengal,Midnapore West,Acute Diarrheal Disease,Reported In Same Week,39,0
2013,51,2013-12-16,17-12-2013,Andaman And Nicobar Islands,North And Middle Andaman,Acute Diarrheal Disease,Reported In Same Week,86,0
2013,51,2013-12-15,15-12-2013,Andhra Pradesh,Chittoor,Food Poisoning,Reported In Same Week,94,0
2013,51,2013-12-09,,Andhra Pradesh,Medak,Chikungunya,Reported Late,20,0
2013,51,2013-12-13,17-12-2013,Assam,Lakhimpur,Food Poisoning,Reported In Same Week,9,0
2013,51,2013-12-19,20-12-2013,Bihar,Araria,Acute Encephalitic Syndrome,Reported In Same Week,12,1
2013,51,2013-11-24,,Goa,South Goa,Fever,Reported Late,12,0
2013,51,2013-12-18,19-12-2013,Gujarat,Surendranagar,Hepatitis,Reported In Same Week,14,0
2013,51,2013-12-12,20-12-2013,Gujarat,Sabar Kantha,Food Poisoning,Reported In Same Week,29,0
2013,51,2013-12-11,16-12-2013,Gujarat,Bhavnagar,Fever,Reported In Same Week,41,0
2013,51,2013-12-08,,Gujarat,Valsad,Acute Diarrheal Disease,Reported Late,18,0
2013,51,2013-12-11,,Haryana,Mewat,Measles,Previous Week Follow Up,30,1
2013,51,2013-12-16,19-12-2013,Himachal Pradesh,Kangra,Food Poisoning,Reported In Same Week,182,0
2013,51,2013-11-27,,Jharkhand,West Singhbhum,Measles,Reported Late,48,0
2013,51,2013-12-17,19-12-2013,Kerala,Kollam,Chickenpox,Reported In Same Week,28,0
2013,51,2013-12-17,20-12-2013,Madhya Pradesh,Sehore,Food Poisoning,Reported In Same Week,109,0
2013,51,2013-12-17,20-12-2013,Maharashtra,Ahmednagar,Food Poisoning,Reported In Same Week,31,0
2013,51,2013-10-07,,Maharashtra,Ahmednagar,Fever,Reported Late,14,0
2013,51,2013-12-19,23-12-2013,Punjab,Kapurthala,Chickenpox,Reported In Same Week,24,0
2013,51,2013-12-19,21-12-2013,Tamil Nadu,Kanyakumari,Dengue,Reported In Same Week,17,0
2013,51,2013-12-15,19-12-2013,Tamil Nadu,Krishnagiri,Cholera,Reported In Same Week,19,0
2013,51,2013-12-16,19-12-2013,West Bengal,Birbhum,Acute Diarrheal Disease,Reported In Same Week,31,0
2013,51,2013-12-12,14-12-2013,West Bengal,Birbhum,Acute Diarrheal Disease,Reported In Same Week,91,0
2013,50,2013-11-07,,Assam,Kamrup Metro,Diphtheria,Reported Late,13,0
2013,50,2013-12-11,11-12-2013,Gujarat,Porbandar,Food Poisoning,Reported In Same Week,20,0
2013,50,2013-12-11,13-12-2013,Haryana,Mewat,Measles,Reported In Same Week,19,1
2013,50,2013-12-13,14-12-2013,Karnataka,Belagavi,Acute Diarrheal Disease,Reported In Same Week,29,0
2013,50,2013-12-12,13-12-2013,Karnataka,Hassan,Measles,Reported In Same Week,20,0
2013,50,2013-12-12,12-12-2013,Karnataka,Bellary,Fever,Reported In Same Week,16,0
2013,50,2013-10-12,,Karnataka,Udupi,Measles,Reported Late,10,0
2013,50,2013-12-12,13-12-2013,Maharashtra,Jalgaon,Fever,Reported In Same Week,21,0
2013,50,2013-12-07,12-12-2013,Maharashtra,Sangli,Cholera,Reported In Same Week,99,0
2013,50,2013-11-22,,Maharashtra,Aurangabad,Fever,Reported Late,28,0
2013,50,2013-11-21,,Maharashtra,Satara,Acute Diarrheal Disease,Reported Late,35,0
2013,50,2013-10-28,,Maharashtra,Satara,Acute Diarrheal Disease,Reported Late,30,0
2013,50,2013-10-27,,Maharashtra,Satara,Acute Diarrheal Disease,Reported Late,27,0
2013,50,2013-10-15,,Maharashtra,Satara,Acute Diarrheal Disease,Reported Late,60,0
2013,50,2013-10-11,,Maharashtra,Satara,Acute Diarrheal Disease,Reported Late,34,0
2013,50,2013-10-05,,Maharashtra,Satara,Fever,Reported Late,16,0
2013,50,2013-10-02,,Maharashtra,Satara,Acute Diarrheal Disease,Reported Late,16,0
2013,50,2013-12-13,15-12-2013,Odisha,Jagatsinghpur,Acute Diarrheal Disease,Reported In Same Week,12,0
2013,50,2013-12-10,13-12-2013,Odisha,Rayagada,Food Poisoning,Reported In Same Week,25,1
2013,50,2013-11-20,,Odisha,Kandhamal,Acute Diarrheal Disease,Reported Late,24,0
2013,50,2013-11-16,,Odisha,Ganjam,Acute Diarrheal Disease,Reported Late,56,0
2013,50,2013-11-16,,Odisha,Deogarh,Measles,Reported Late,14,0
2013,50,2013-11-14,,Odisha,Puri,Chickenpox,Reported Late,12,0
2013,50,2013-11-10,,Odisha,Puri,Fever,Reported Late,15,0
2013,50,2013-11-05,,Odisha,Cuttack,Food Poisoning,Reported Late,39,0
2013,50,2013-11-04,,Odisha,Puri,Acute Diarrheal Disease,Reported Late,22,0
2013,50,2013-11-03,,Odisha,Bhadrak,Food Poisoning,Reported Late,30,0
2013,50,2013-11-01,,Odisha,Ganjam,Measles,Reported Late,28,0
2013,50,2013-12-10,11-12-2013,Rajasthan,Alwar,Acute Diarrheal Disease,Reported In Same Week,46,1
2013,50,2013-12-06,07-12-2013,Rajasthan,Bharatpur,Food Poisoning,Reported In Same Week,55,0
2013,50,2013-12-13,15-12-2013,Uttarakhand,Tehri Garhwal,Acute Diarrheal Disease,Reported In Same Week,13,0
2013,49,2013-12-08,08-12-2013,Andhra Pradesh,Visakhapatnam,Food Poisoning,Reported In Same Week,40,0
2013,49,2013-11-28,05-12-2013,Chhattisgarh,Raipur,Hepatitis A,Reported In Same Week,32,1
2013,49,2013-11-14,,Jharkhand,Pakur,Measles,Reported Late,12,0
2013,49,2013-12-06,07-12-2013,Karnataka,Chikkamagaluru,Acute Diarrheal Disease,Reported In Same Week,24,0
2013,49,2013-12-05,06-12-2013,Karnataka,Bellary,Fever,Reported In Same Week,32,0
2013,49,2013-12-03,05-12-2013,Karnataka,Chamarajanagara,Chikungunya,Reported In Same Week,30,0
2013,49,2013-12-03,04-12-2013,Karnataka,Ramanagara,Chickenpox,Reported In Same Week,13,0
2013,49,2013-11-30,01-12-2013,Karnataka,Bellary,Fever,Reported In Same Week,58,0
2013,49,2013-11-10,,Kerala,Palakkad,Hepatitis A,Reported Late,21,0
2013,49,2013-11-01,,Kerala,Malappuram,Hand Foot And Mouth Disease,Reported Late,30,0
2013,49,2013-11-21,,Maharashtra,Ahmednagar,Dengue,Reported Late,15,0
2013,49,2013-11-14,,Maharashtra,Latur,Chikungunya,Reported Late,16,0
2013,49,2013-11-11,,Maharashtra,Akola,Fever,Reported Late,20,0
2013,49,2013-12-07,08-12-2013,Odisha,Khordha,Food Poisoning,Reported In Same Week,47,0
2013,49,2013-11-30,06-12-2013,Odisha,Ganjam,Food Poisoning,Reported In Same Week,48,0
2013,49,2013-11-28,06-12-2013,Odisha,Ganjam,Food Poisoning,Reported In Same Week,22,0
2013,49,2013-11-28,29-11-2013,Odisha,Kandhamal,Food Poisoning,Reported In Same Week,33,0
2013,49,2013-11-28,29-11-2013,Odisha,Nayagarh,Acute Diarrheal Disease,Reported In Same Week,13,0
2013,49,2013-11-28,29-11-2013,Odisha,Keonjhar,Food Poisoning,Reported In Same Week,12,0
2013,49,2013-11-27,30-11-2013,Odisha,Dhenkanal,Measles,Reported In Same Week,31,0
2013,49,2013-12-02,03-12-2013,Rajasthan,Karauli,Food Poisoning,Reported In Same Week,30,0
2013,49,2013-11-30,03-12-2013,Tamil Nadu,Sivaganga,Acute Diarrheal Disease,Reported In Same Week,15,0
2013,49,2013-11-28,29-11-2013,West Bengal,Purulia,Acute Diarrheal Disease,Reported In Same Week,33,0
2013,48,2013-11-27,01-12-2013,Andhra Pradesh,Mahabubnagar,Acute Diarrheal Disease,Reported In Same Week,26,0
2013,48,2013-11-29,29-11-2013,Gujarat,Surat,Food Poisoning,Reported In Same Week,154,0
2013,48,2013-11-27,27-11-2013,Gujarat,Banaskantha,Food Poisoning,Reported In Same Week,20,1
2013,48,2013-11-25,26-11-2013,Gujarat,Navsari,Malaria,Reported In Same Week,102,0
2013,48,2013-11-07,,Gujarat,Panchmahal,Chikungunya,Reported Late,10,0
2013,48,2013-11-26,01-12-2013,Himachal Pradesh,Bilaspur,Acute Diarrheal Disease,Reported In Same Week,573,0
2013,48,2013-11-25,30-11-2013,Jammu And Kashmir,Kargil,Measles,Reported In Same Week,55,0
2013,48,2013-11-25,30-11-2013,Jammu And Kashmir,Leh Ladakh,Chickenpox,Reported In Same Week,10,0
2013,48,2013-11-22,25-11-2013,Jharkhand,Godda,Measles,Reported In Same Week,20,0
2013,48,2013-11-25,26-11-2013,Karnataka,Haveri,Acute Diarrheal Disease,Reported In Same Week,50,0
2013,48,2013-11-24,26-11-2013,Madhya Pradesh,Neemuch,Food Poisoning,Reported In Same Week,142,0
2013,48,2013-11-25,28-11-2013,Maharashtra,Bhandara,Acute Diarrheal Disease,Reported In Same Week,34,0
2013,48,2013-11-22,27-11-2013,Maharashtra,Aurangabad,Fever,Reported In Same Week,25,0
2013,48,2013-11-19,,Maharashtra,Thane,Dengue,Reported Late,52,0
2013,48,2013-11-19,,Maharashtra,Jalgaon,Fever,Reported Late,15,0
2013,48,2013-10-30,,Maharashtra,Raigad,Fever,Reported Late,38,0
2013,48,2013-10-25,,Maharashtra,Raigad,Dengue,Reported Late,60,0
2013,48,2013-11-27,28-11-2013,West Bengal,Hooghly,Cholera,Reported In Same Week,13,0
2013,48,2013-11-26,27-11-2013,West Bengal,Purulia,Cholera,Reported In Same Week,43,0
2013,48,2013-11-23,27-11-2013,West Bengal,Bankura,Acute Diarrheal Disease,Reported In Same Week,28,0
2013,47,2013-11-22,24-11-2013,Andhra Pradesh,Chittoor,Acute Diarrheal Disease,Reported In Same Week,15,0
2013,47,2013-11-18,22-11-2013,Andhra Pradesh,Kurnool,Acute Diarrheal Disease,Reported In Same Week,19,0
2013,47,2013-11-12,,Andhra Pradesh,Kurnool,Acute Diarrheal Disease,Reported Late,24,0
2013,47,2013-11-24,24-11-2013,Bihar,Rohtas,Food Poisoning (Acute Diarrhoeal Disease),Reported In Same Week,56,0
2013,47,2013-11-18,22-11-2013,Bihar,Arwal,Food Poisoning,Reported In Same Week,58,0
2013,47,2013-11-16,21-11-2013,Chhattisgarh,Dhamatari,Acute Diarrheal Disease,Reported In Same Week,34,0
2013,47,2013-11-08,,Chhattisgarh,Rajnandgaon,Acute Diarrheal Disease,Reported Late,19,0
2013,47,2013-11-18,18-11-2013,Jharkhand,Dhanbad,Measles,Reported In Same Week,9,0
2013,47,2013-11-21,23-11-2013,Karnataka,Bellary,Cholera,Reported In Same Week,18,0
2013,47,2013-11-11,12-11-2013,Karnataka,Tumakuru,Acute Diarrheal Disease,Reported In Same Week,11,0
2013,47,2013-11-11,,Maharashtra,Thane,Acute Diarrheal Disease,Reported Late,14,0
2013,47,2013-11-11,,Maharashtra,Akola,Fever,Reported Late,120,0
2013,47,2013-10-24,,Maharashtra,Ahmednagar,Dengue,Reported Late,42,0
2013,47,2013-10-22,,Maharashtra,Thane,Dengue,Reported Late,54,0
2013,47,2013-10-01,,Maharashtra,Chandrapur,Dengue,Reported Late,57,0
2013,47,2013-09-10,,Maharashtra,Ahmednagar,Fever,Reported Late,14,0
2013,47,2013-09-09,,Maharashtra,Ahmednagar,Dengue,Reported Late,37,0
2013,47,2013-09-09,,Odisha,Balangir,Food Poisoning,Reported Late,73,0
2013,47,2013-11-23,24-11-2013,Tamil Nadu,Virudhunagar,Fever,Reported In Same Week,15,0
2013,47,2013-11-20,21-11-2013,Tamil Nadu,Tiruvannamalai,Acute Diarrheal Disease,Reported In Same Week,13,0
2013,47,2013-11-19,19-11-2013,Tamil Nadu,Theni,Chickenpox,Reported In Same Week,22,0
2013,47,2013-11-18,19-11-2013,Tamil Nadu,Kanyakumari,Food Poisoning,Reported In Same Week,26,0
2013,47,2013-11-16,19-11-2013,Tamil Nadu,Thoothukudi,Fever,Reported In Same Week,24,0
2013,47,2013-11-17,20-11-2013,West Bengal,Birbhum,Acute Diarrheal Disease,Reported In Same Week,30,0
2013,46,2013-11-16,16-11-2013,Andhra Pradesh,Visakhapatnam,Acute Diarrheal Disease,Reported In Same Week,30,0
2013,46,2013-11-13,17-11-2013,Andhra Pradesh,Anantapur,Food Poisoning,Reported In Same Week,18,0
2013,46,2013-11-11,17-11-2013,Andhra Pradesh,West Godavari,Acute Diarrheal Disease,Reported In Same Week,15,0
2013,46,2013-11-11,17-11-2013,Andhra Pradesh,Khammam,Acute Diarrheal Disease,Reported In Same Week,10,0
2013,46,2013-11-09,17-11-2013,Andhra Pradesh,Mahabubnagar,Chikungunya,Reported In Same Week,39,0
2013,46,2013-11-13,17-11-2013,Bihar,Darbhanga,Acute Diarrheal Disease,Reported In Same Week,72,0
2013,46,2013-11-11,17-11-2013,Bihar,Jamui,Food Poisoning,Reported In Same Week,53,0
2013,46,2013-10-28,,Bihar,Madhubani,Acute Diarrheal Disease,Reported Late,30,0
2013,46,2013-10-24,,Bihar,Katihar,Acute Diarrheal Disease,Reported Late,13,0
2013,46,2013-09-30,,Bihar,Madhubani,Acute Diarrheal Disease,Reported Late,69,0
2013,46,2013-11-10,12-11-2013,Chhattisgarh,Raigarh,Food Poisoning,Reported In Same Week,20,0
2013,46,2013-11-12,13-11-2013,Gujarat,Mehsana,Food Poisoning,Reported In Same Week,10,0
2013,46,2013-11-10,11-11-2013,Gujarat,Jamnagar,Food Poisoning,Reported In Same Week,127,0
2013,46,2013-11-07,13-11-2013,Haryana,Sirsa,Acute Diarrheal Disease,Reported In Same Week,100,0
2013,46,2013-11-11,14-11-2013,Jharkhand,West Singhbhum,Malaria,Reported In Same Week,50,0
2013,46,2013-10-28,,Karnataka,Gadag,Dengue,Reported Late,37,0
2013,46,2013-11-15,16-11-2013,Kerala,Alappuzha,Food Poisoning,Reported In Same Week,43,0
2013,46,2013-11-11,13-11-2013,Maharashtra,Nanded,Acute Diarrheal Disease,Reported In Same Week,18,0
2013,46,2013-11-10,14-11-2013,Maharashtra,Nashik,Fever,Reported In Same Week,9,0
2013,46,2013-11-05,,Maharashtra,Nanded,Fever,Reported Late,23,0
2013,46,2013-10-28,,Maharashtra,Nandurbar,Malaria,Reported Late,22,0
2013,46,2013-10-14,,Maharashtra,Nagpur,Fever,Reported Late,13,0
2013,46,2013-09-25,,Maharashtra,Ahmednagar,Acute Diarrheal Disease,Reported Late,20,0
2013,46,2013-09-20,,Maharashtra,Nandurbar,Fever,Reported Late,36,0
2013,46,2013-09-05,,Maharashtra,Gondia,Fever,Reported Late,15,0
2013,46,2013-11-14,17-11-2013,Tamil Nadu,Thanjavur,Dengue,Reported In Same Week,18,0
2013,46,2013-11-11,14-11-2013,Tamil Nadu,Ramanathapuram,Dengue,Reported In Same Week,12,0
2013,46,2013-11-10,15-11-2013,West Bengal,Bankura,Acute Diarrheal Disease,Reported In Same Week,46,0
2013,46,2013-11-10,14-11-2013,West Bengal,Purulia,Acute Diarrheal Disease,Reported In Same Week,52,0
2013,46,2013-11-10,14-11-2013,West Bengal,Bankura,Acute Diarrheal Disease,Reported In Same Week,34,0
